trans_id,CUSTOMERACCID,type,operation,TransactionType,Debit,Credit,amount,balance,bankID,BranchID,Channel,TransactionDate
T00555635,3065,Debit,Cash Withdrawal,1,630,0,630,59635.2,1,91,5,1/4/2019 8:50
T00554359,3066,Debit,Cash Withdrawal,1,2700,0,2700,23166.4,1,20,5,1/4/2019 9:53
T00640619,3067,Credit,Credit in Cash,,0,17089,17089,64353.8,1,30,5,1/4/2019 14:38
T00641728,3068,Debit,Cash Withdrawal,1,8400,0,8400,26520,1,256,5,1/4/2019 12:33
T01853044,3069,Debit,Cash Withdrawal,1,6600,0,6600,38928.4,1,335,5,1/4/2019 13:14
T00454530,3070,Debit,Cash Withdrawal,1,1920,0,1920,38297.2,1,350,5,1/4/2019 9:13
T00449569,3071,Debit,Cash Withdrawal,1,13200,0,13200,33844.3,1,348,5,1/4/2019 13:31
T00451645,3072,Debit,Credit Card Withdrawal,,1000,0,1000,45775.2,1,48,5,1/4/2019 15:02
T00476203,3073,Debit,Cash Withdrawal,1,12160,0,12160,26542.4,1,164,5,1/4/2019 13:03
T01108204,3074,Debit,Cash Withdrawal,1,1080,0,1080,72355.9,1,41,5,1/4/2019 10:02
T01107216,3075,Debit,Cash Withdrawal,1,21000,0,21000,79216.4,1,52,5,1/4/2019 9:38
T01106440,3076,Debit,Cash Withdrawal,1,2600,0,2600,42067.5,1,216,5,1/4/2019 12:05
T01107885,3077,Debit,Cash Withdrawal,1,2600,0,2600,25039.1,1,329,5,1/4/2019 9:32
T01165372,3078,Debit,Cash Withdrawal,1,3480,0,3480,42842.1,1,264,5,1/4/2019 16:12
T01167498,3079,Debit,Cash Withdrawal,1,750,0,750,49246.4,1,102,5,1/4/2019 10:25
T01170850,3080,Debit,Cash Withdrawal,1,6800,0,6800,19596.7,1,11,5,1/4/2019 11:28
T02089145,3081,Debit,Cash Withdrawal,1,6600,0,6600,30650.8,1,41,5,1/4/2019 9:45
T02075022,3082,Debit,Cash Withdrawal,1,4900,0,4900,16635.2,1,104,5,1/4/2019 8:51
T00267521,3083,Debit,Cash Withdrawal,1,8700,0,8700,35408.2,1,91,5,1/4/2019 14:07
T00303291,3084,Debit,Credit Card Withdrawal,,1500,0,1500,47016.8,1,20,5,1/4/2019 8:24
T00299732,3085,Debit,Cash Withdrawal,1,270,0,270,23905.2,1,208,5,1/4/2019 8:56
T00299805,3086,Debit,Cash Withdrawal,1,3200,0,3200,24175.2,1,208,5,1/4/2019 11:21
T00300052,3087,Credit,Credit in Cash,,0,29554,29554,72544.2,1,266,5,1/4/2019 16:38
T00304533,3088,Debit,Cash Withdrawal,1,420,0,420,17446.9,1,291,5,1/4/2019 13:03
T00303289,3089,Debit,Cash Withdrawal,1,8700,0,8700,38316.8,1,20,5,1/4/2019 14:28
T00336822,3090,Debit,Cash Withdrawal,1,300,0,300,15218.3,1,4,5,1/4/2019 15:03
T00646580,3091,Debit,Cash Withdrawal,1,6000,0,6000,121468,1,97,5,1/4/2019 9:12
T00646652,3092,Debit,Cash Withdrawal,1,25100,0,25100,96368,1,97,5,1/4/2019 12:52
T00646443,3093,Credit,Credit in Cash,,0,35372,35372,127468,1,97,5,1/4/2019 10:12
T00648834,3094,Debit,Cash Withdrawal,1,4800,0,4800,35710.7,1,44,5,1/4/2019 8:40
T00235070,3095,Debit,Cash Withdrawal,1,1600,0,1600,39969,1,318,5,1/4/2019 14:33
T00235072,3096,Debit,Cash Withdrawal,1,1360,0,1360,38609,1,318,5,1/4/2019 8:56
T00243706,3097,Debit,Cash Withdrawal,1,2040,0,2040,27552.9,1,220,5,1/4/2019 11:23
T00242971,3098,Debit,Cash Withdrawal,1,540,0,540,13910.6,1,123,5,1/4/2019 9:00
T00241251,3099,Debit,Cash Withdrawal,1,2160,0,2160,28275.9,1,8,5,1/4/2019 15:57
T00243986,3100,Debit,Cash Withdrawal,1,1200,0,1200,49325.9,1,18,5,1/4/2019 8:21
T01076759,3101,Debit,Cash Withdrawal,1,840,0,840,-846.9,1,142,5,1/4/2019 8:37
T01077220,3102,Debit,Cash Withdrawal,1,1920,0,1920,36499.8,1,258,5,1/4/2019 10:45
T01005882,3103,Debit,Cash Withdrawal,1,570,0,570,13249,1,238,5,1/4/2019 14:09
T01001822,3104,Debit,Cash Withdrawal,1,2520,0,2520,18399.7,1,214,5,1/4/2019 15:56
T01006150,3105,Debit,Cash Withdrawal,1,2160,0,2160,22346.8,1,107,5,1/4/2019 16:49
T01001819,3106,Debit,Cash Withdrawal,1,2640,0,2640,15759.7,1,214,5,1/4/2019 8:45
T01004149,3107,Debit,Cash Withdrawal,1,4200,0,4200,31214.1,1,82,5,1/4/2019 15:22
T01004830,3108,Debit,Cash Withdrawal,1,1520,0,1520,35130.5,1,42,5,1/4/2019 12:51
T01006149,3109,Debit,Cash Withdrawal,1,1200,0,1200,24506.8,1,107,5,1/4/2019 13:00
T01061863,3110,Debit,Cash Withdrawal,1,12100,0,12100,48902,1,286,5,1/4/2019 14:02
T01057355,3111,Debit,Cash Withdrawal,1,30700,0,30700,62486.6,1,114,5,1/4/2019 11:59
T01058521,3112,Debit,Cash Withdrawal,1,3840,0,3840,63334.2,1,276,5,1/4/2019 12:23
T01057999,3113,Debit,Cash Withdrawal,1,1560,0,1560,74915.5,1,198,5,1/4/2019 14:33
T01057561,3114,Debit,Cash Withdrawal,1,6300,0,6300,26426.2,1,163,5,1/4/2019 13:59
T01061075,3115,Debit,Cash Withdrawal,1,8800,0,8800,31599.7,1,241,5,1/4/2019 11:52
T01188991,3116,Debit,Cash Withdrawal,1,3900,0,3900,24788.9,1,224,5,1/4/2019 10:05
T01180490,3117,Debit,Cash Withdrawal,1,1800,0,1800,72805.5,1,304,5,1/4/2019 14:50
T01187334,3118,Debit,Cash Withdrawal,1,2876,0,2876,59627.8,1,196,5,1/4/2019 16:56
T03227873,3119,Debit,Cash Withdrawal,1,23000,0,23000,59468,1,310,5,1/4/2019 11:38
T03227440,3120,Debit,Cash Withdrawal,1,5100,0,5100,43430.7,1,80,5,1/4/2019 16:57
T03227402,3121,Debit,Cash Withdrawal,1,7003,0,7003,48530.7,1,80,5,1/4/2019 12:01
T03202973,3122,Debit,Cash Withdrawal,1,2300,0,2300,28729.1,1,179,5,1/4/2019 15:53
T03235675,3123,Debit,Cash Withdrawal,1,5400,0,5400,22919,1,9,5,1/4/2019 13:42
T03235671,3124,Debit,Cash Withdrawal,1,5700,0,5700,28319,1,9,5,1/4/2019 14:49
T00141812,3125,Debit,Cash Withdrawal,1,2790,0,2790,19293.1,1,328,5,1/4/2019 8:44
T00145013,3126,Debit,Cash Withdrawal,1,7800,0,7800,47321.5,1,202,5,1/4/2019 9:55
T00145371,3127,Debit,Credit Card Withdrawal,,1100,0,1100,29420.3,1,89,5,1/4/2019 10:33
T00142639,3128,Debit,Cash Withdrawal,1,15300,0,15300,40128.9,1,192,5,1/4/2019 10:14
T00172341,3129,Debit,Cash Withdrawal,1,2040,0,2040,14629,1,206,5,1/4/2019 15:01
T00174383,3130,Debit,Cash Withdrawal,1,1100,0,1100,15790.6,1,204,5,1/4/2019 10:58
T00175823,3131,Debit,Cash Withdrawal,1,1700,0,1700,36129.1,1,112,5,1/4/2019 14:09
T00176968,3132,Debit,Cash Withdrawal,1,900,0,900,22788.4,1,48,5,1/4/2019 9:44
T00183255,3133,Debit,Cash Withdrawal,1,750,0,750,17278.2,1,328,5,1/4/2019 10:56
T00341543,3134,Debit,Cash Withdrawal,1,720,0,720,28915.7,1,16,5,1/4/2019 12:35
T00343320,3135,Debit,Cash Withdrawal,1,1200,0,1200,32073.8,1,322,5,1/4/2019 16:02
T00339205,3136,Debit,Cash Withdrawal,1,6400,0,6400,55894.8,1,53,5,1/4/2019 10:20
T00130095,3137,Debit,Cash Withdrawal,1,10300,0,10300,27661.1,1,247,5,1/4/2019 8:29
T00132546,3138,Debit,Cash Withdrawal,1,500,0,500,27613.6,1,214,5,1/4/2019 16:59
T00136044,3139,Debit,Credit Card Withdrawal,,3300,0,3300,43195.3,1,328,5,1/4/2019 13:36
T00134956,3140,Debit,Cash Withdrawal,1,5700,0,5700,28776.8,1,51,5,1/4/2019 16:12
T00139606,3141,Debit,Cash Withdrawal,1,2200,0,2200,41443.5,1,102,5,1/4/2019 13:51
T00139963,3142,Debit,Cash Withdrawal,1,1080,0,1080,55458.2,1,262,5,1/4/2019 14:19
T00137649,3143,Debit,Cash Withdrawal,1,560,0,560,39618.9,1,296,5,1/4/2019 9:28
T00137301,3144,Debit,Cash Withdrawal,1,3000,0,3000,14529.6,1,275,5,1/4/2019 16:14
T00138074,3145,Debit,Cash Withdrawal,1,1200,0,1200,37719,1,142,5,1/4/2019 13:08
T00139958,3146,Debit,Cash Withdrawal,1,3120,0,3120,52338.2,1,262,5,1/4/2019 8:51
T00602132,3147,Debit,Cash Withdrawal,1,2500,0,2500,39468.5,1,147,5,1/4/2019 9:34
T00599764,3148,Debit,Cash Withdrawal,1,3360,0,3360,20634.1,1,145,5,1/4/2019 11:47
T00602283,3149,Debit,Cash Withdrawal,1,2400,0,2400,37068.5,1,147,5,1/4/2019 8:00
T00670570,3150,Debit,Cash Withdrawal,1,840,0,840,26462.8,1,26,5,1/4/2019 12:50
T00674690,3151,Debit,Cash Withdrawal,1,600,0,600,1929.3,1,306,5,1/4/2019 8:14
T00535620,3152,Debit,Cash Withdrawal,1,5880,0,5880,36064.8,1,236,5,1/4/2019 15:33
T00538948,3153,Debit,Cash Withdrawal,1,8700,0,8700,28315.3,1,232,5,1/4/2019 10:42
T00536877,3154,Credit,Credit in Cash,,0,37007,37007,67026.2,1,4,5,1/4/2019 9:14
T00571411,3155,Debit,Cash Withdrawal,1,10880,0,10880,24348.7,1,161,5,1/4/2019 13:20
T00571764,3156,Debit,Cash Withdrawal,1,3240,0,3240,40758,1,85,5,1/4/2019 15:08
T01340907,3157,Debit,Cash Withdrawal,1,11035,0,11035,37047.9,1,35,5,1/4/2019 12:31
T01345032,3158,Debit,Cash Withdrawal,1,8700,0,8700,45083.3,1,22,5,1/4/2019 10:47
T01343070,3159,Debit,Cash Withdrawal,1,4440,0,4440,16745.9,1,277,5,1/4/2019 9:05
T01399763,3160,Debit,Cash Withdrawal,1,1500,0,1500,20159.3,1,20,5,1/4/2019 13:17
T01342152,3161,Debit,Cash Withdrawal,1,8800,0,8800,35586.3,1,283,5,1/4/2019 15:10
T02005310,3162,Debit,Cash Withdrawal,1,7360,0,7360,27196.6,1,122,5,1/4/2019 16:57
T00390189,3163,Debit,Cash Withdrawal,1,450,0,450,48462.5,1,280,5,1/4/2019 9:21
T00389518,3164,Debit,Cash Withdrawal,1,9000,0,9000,40876.3,1,127,5,1/4/2019 10:00
T00390498,3165,Debit,Cash Withdrawal,1,2700,0,2700,41250,1,78,5,1/4/2019 10:46
T00429536,3166,Debit,Cash Withdrawal,1,900,0,900,25077.5,1,183,5,1/4/2019 9:11
T00430215,3167,Debit,Cash Withdrawal,1,5100,0,5100,30532.9,1,175,5,1/4/2019 9:37
T00428009,3168,Debit,Cash Withdrawal,1,2100,0,2100,111381.1,1,4,5,1/4/2019 8:12
T00429509,3169,Debit,Cash Withdrawal,1,5200,0,5200,25977.5,1,183,5,1/4/2019 10:55
T00533422,3170,Debit,Cash Withdrawal,1,400,0,400,16976,1,314,5,1/4/2019 14:23
T00531797,3171,Credit,Credit in Cash,,0,3700,3700,29324.4,1,328,5,1/4/2019 13:20
T00780046,3172,Debit,Cash Withdrawal,1,15500,0,15500,31699.8,1,252,5,1/4/2019 10:15
T00778214,3173,Debit,Cash Withdrawal,1,3120,0,3120,32343.2,1,110,5,1/4/2019 8:24
T00777415,3174,Debit,Cash Withdrawal,1,720,0,720,41159.4,1,105,5,1/4/2019 16:28
T00779042,3175,Debit,Cash Withdrawal,1,5100,0,5100,48397.8,1,238,5,1/4/2019 16:51
T00781756,3176,Debit,Cash Withdrawal,1,300,0,300,44652.3,1,348,5,1/4/2019 15:11
T00781462,3177,Debit,Cash Withdrawal,1,6700,0,6700,40676.6,1,288,5,1/4/2019 9:08
T00349053,3178,Debit,Cash Withdrawal,1,7500,0,7500,52169.5,1,136,5,1/4/2019 12:53
T00349614,3179,Debit,Cash Withdrawal,1,2320,0,2320,26613.6,1,291,5,1/4/2019 12:53
T00345681,3180,Debit,Cash Withdrawal,1,3000,0,3000,23569.7,1,168,5,1/4/2019 17:00
T00351987,3181,Credit,Credit in Cash,,0,36436,36436,60274.1,1,236,5,1/4/2019 8:19
T00353276,3182,Debit,Cash Withdrawal,1,900,0,900,37990.8,1,132,5,1/4/2019 13:19
T01238095,3183,Debit,Cash Withdrawal,1,5700,0,5700,33031.4,1,165,5,1/4/2019 12:56
T00865563,3184,Debit,Cash Withdrawal,1,1760,0,1760,22104.9,1,311,5,1/4/2019 12:09
T00863753,3185,Debit,Cash Withdrawal,1,25900,0,25900,48104.6,1,208,5,1/4/2019 16:57
T00966744,3186,Debit,Cash Withdrawal,1,1100,0,1100,35993.5,1,262,5,1/4/2019 9:09
T00970785,3187,Debit,Cash Withdrawal,1,2520,0,2520,29021.5,1,18,5,1/4/2019 13:41
T00966279,3188,Debit,Cash Withdrawal,1,100,0,100,15924.6,1,212,5,1/4/2019 14:14
T00970145,3189,Debit,Cash Withdrawal,1,2800,0,2800,24681.9,1,335,5,1/4/2019 14:20
T01151877,3190,Debit,Cash Withdrawal,1,1100,0,1100,24399.8,1,60,5,1/4/2019 10:24
T01151873,3191,Debit,Cash Withdrawal,1,700,0,700,25499.8,1,60,5,1/4/2019 14:47
T01151903,3192,Debit,Cash Withdrawal,1,3300,0,3300,21099.8,1,60,5,1/4/2019 13:55
T00785524,3193,Debit,Cash Withdrawal,1,2280,0,2280,38759.8,1,193,5,1/4/2019 11:19
T00784801,3194,Debit,Cash Withdrawal,1,1150,0,1150,41085.9,1,80,5,1/4/2019 13:44
T00825339,3195,Debit,Cash Withdrawal,1,3000,0,3000,37138.4,1,153,5,1/4/2019 10:51
T00824877,3196,Debit,Cash Withdrawal,1,2100,0,2100,28222.3,1,137,5,1/4/2019 8:01
T00825334,3197,Debit,Cash Withdrawal,1,2400,0,2400,24658.4,1,153,5,1/4/2019 14:27
T00825323,3198,Debit,Cash Withdrawal,1,10080,0,10080,27058.4,1,153,5,1/4/2019 13:57
T03314990,3199,Debit,Cash Withdrawal,1,6900,0,6900,51090.4,1,179,5,1/4/2019 10:02
T03331699,3200,Debit,Cash Withdrawal,1,2700,0,2700,28945.6,1,275,5,1/4/2019 10:20
T00980456,3201,Debit,Cash Withdrawal,1,640,0,640,4815.8,1,151,5,1/4/2019 13:31
T00980451,3202,Debit,Cash Withdrawal,1,1360,0,1360,5455.8,1,151,5,1/4/2019 8:43
T00980385,3203,Debit,Cash Withdrawal,1,2200,0,2200,2615.8,1,151,5,1/4/2019 14:19
T01033916,3204,Debit,Cash Withdrawal,1,630,0,630,19895.3,1,44,5,1/4/2019 16:33
T01032843,3205,Debit,Cash Withdrawal,1,1840,0,1840,24651.8,1,27,5,1/4/2019 13:25
T01148444,3206,Credit,Credit in Cash,,0,100,100,26584.3,1,79,5,1/4/2019 11:35
T01149320,3207,Debit,Cash Withdrawal,1,960,0,960,52111.3,1,177,5,1/4/2019 12:32
T02872144,3208,Debit,Credit Card Withdrawal,,3000,0,3000,39707.1,1,33,5,1/4/2019 9:22
T02879546,3209,Debit,Cash Withdrawal,1,6600,0,6600,67005.9,1,187,5,1/4/2019 14:04
T00124289,3210,Debit,Cash Withdrawal,1,2880,0,2880,42065.3,1,129,5,1/4/2019 15:07
T00125310,3211,Debit,Cash Withdrawal,1,8700,0,8700,26172.2,1,316,5,1/4/2019 9:29
T00128615,3212,Debit,Cash Withdrawal,1,11700,0,11700,38990.9,1,207,5,1/4/2019 13:57
T00127753,3213,Debit,Cash Withdrawal,1,480,0,480,44782.1,1,33,5,1/4/2019 8:35
T00127370,3214,Debit,Cash Withdrawal,1,1440,0,1440,49644.4,1,201,5,1/4/2019 14:10
T00149556,3215,Debit,Cash Withdrawal,1,22000,0,22000,74320.9,1,8,5,1/4/2019 15:37
T00149405,3216,Debit,Cash Withdrawal,1,2400,0,2400,96320.9,1,8,5,1/4/2019 15:44
T00146683,3217,Debit,Cash Withdrawal,1,1400,0,1400,68450.5,1,10,5,1/4/2019 15:04
T00150066,3218,Debit,Cash Withdrawal,1,13324,0,13324,28660.4,1,345,5,1/4/2019 14:11
T00154386,3219,Debit,Cash Withdrawal,1,13400,0,13400,53457.7,1,164,5,1/4/2019 15:10
T00155004,3220,Debit,Cash Withdrawal,1,3800,0,3800,25627,1,287,5,1/4/2019 15:35
T00151694,3221,Debit,Cash Withdrawal,1,13700,0,13700,40926.4,1,41,5,1/4/2019 14:00
T00152638,3222,Debit,Cash Withdrawal,1,4200,0,4200,24555.3,1,288,5,1/4/2019 9:23
T00156418,3223,Debit,Credit Card Withdrawal,,1400,0,1400,68366.6,1,60,5,1/4/2019 10:26
T00223193,3224,Debit,Cash Withdrawal,1,1320,0,1320,48192.2,1,149,5,1/4/2019 12:53
T00118028,3225,Debit,Cash Withdrawal,1,3120,0,3120,34941.7,1,68,5,1/4/2019 15:47
T00116547,3226,Debit,Cash Withdrawal,1,2200,0,2200,39289,1,180,5,1/4/2019 9:34
T00123518,3227,Debit,Cash Withdrawal,1,2760,0,2760,26270.7,1,143,5,1/4/2019 10:44
T00120604,3228,Debit,Cash Withdrawal,1,6600,0,6600,64172,1,155,5,1/4/2019 10:32
T00122432,3229,Debit,Credit Card Withdrawal,,2300,0,2300,46167.3,1,38,5,1/4/2019 15:51
T00123203,3230,Debit,Cash Withdrawal,1,2160,0,2160,25597.6,1,260,5,1/4/2019 16:44
T00953226,3231,Debit,Cash Withdrawal,1,720,0,720,16023,1,343,5,1/4/2019 8:31
T00954488,3232,Debit,Cash Withdrawal,1,2880,0,2880,29384.3,1,254,5,1/4/2019 15:10
T00950830,3233,Debit,Cash Withdrawal,1,720,0,720,43510.8,1,292,5,1/4/2019 12:00
T00953228,3234,Debit,Cash Withdrawal,1,1040,0,1040,16743,1,343,5,1/4/2019 14:10
T00576398,3235,Debit,Cash Withdrawal,1,4160,0,4160,45731.6,1,197,5,1/4/2019 12:33
T00638345,3236,Debit,Cash Withdrawal,1,15500,0,15500,46705.5,1,202,5,1/4/2019 15:10
T00741873,3237,Debit,Cash Withdrawal,1,2160,0,2160,8193.5,1,78,5,1/4/2019 16:55
T00742861,3238,Debit,Cash Withdrawal,1,1600,0,1600,29525.9,1,182,5,1/4/2019 15:14
T00744252,3239,Debit,Cash Withdrawal,1,2880,0,2880,27181.8,1,253,5,1/4/2019 8:59
T00741854,3240,Debit,Cash Withdrawal,1,12480,0,12480,10353.5,1,78,5,1/4/2019 11:52
T00741282,3241,Debit,Cash Withdrawal,1,1560,0,1560,41329.3,1,265,5,1/4/2019 8:21
T00741283,3242,Debit,Cash Withdrawal,1,2280,0,2280,42889.3,1,265,5,1/4/2019 8:44
T02907792,3243,Debit,Cash Withdrawal,1,6900,0,6900,35029.2,1,77,5,1/4/2019 12:45
T02929986,3244,Debit,Cash Withdrawal,1,1500,0,1500,60821,1,136,5,1/4/2019 16:25
T02929983,3245,Debit,Cash Withdrawal,1,5700,0,5700,55121,1,136,5,1/4/2019 10:55
T02931713,3246,Debit,Cash Withdrawal,1,5100,0,5100,35764.5,1,338,5,1/4/2019 12:29
T02931709,3247,Debit,Cash Withdrawal,1,1800,0,1800,33964.5,1,338,5,1/4/2019 15:12
T00513914,3248,Debit,Cash Withdrawal,1,13000,0,13000,43193.5,1,218,5,1/4/2019 16:03
T00509727,3249,Debit,Cash Withdrawal,1,960,0,960,16313.6,1,309,5,1/4/2019 16:52
T00545669,3250,Debit,Cash Withdrawal,1,2010,0,2010,22788.1,1,14,5,1/4/2019 11:00
T00540603,3251,Debit,Cash Withdrawal,1,24600,0,24600,57625.3,1,15,5,1/4/2019 10:01
T01253662,3252,Debit,Cash Withdrawal,1,8480,0,8480,19304.1,1,79,5,1/4/2019 11:55
T01265918,3253,Debit,Cash Withdrawal,1,1350,0,1350,14869.2,1,310,5,1/4/2019 15:08
T01633726,3254,Debit,Cash Withdrawal,1,5300,0,5300,30133.2,1,16,5,1/4/2019 8:20
T01635584,3255,Debit,Cash Withdrawal,1,5100,0,5100,61631.8,1,190,5,1/4/2019 10:32
T01650357,3256,Debit,Credit Card Withdrawal,,3900,0,3900,54630.3,1,116,5,1/4/2019 15:23
T01635588,3257,Debit,Cash Withdrawal,1,5700,0,5700,55931.8,1,190,5,1/4/2019 16:37
T03145542,3258,Debit,Cash Withdrawal,1,30000,0,30000,65044.3,1,319,5,1/4/2019 15:16
T00358503,3259,Debit,Cash Withdrawal,1,420,0,420,18900.9,1,74,5,1/4/2019 10:06
T00359045,3260,Debit,Cash Withdrawal,1,400,0,400,25543.2,1,28,5,1/4/2019 16:47
T00357688,3261,Debit,Cash Withdrawal,1,1040,0,1040,16722.4,1,288,5,1/4/2019 13:13
T00398573,3262,Debit,Cash Withdrawal,1,630,0,630,32694.9,1,286,5,1/4/2019 11:16
T00395727,3263,Debit,Credit Card Withdrawal,,1400,0,1400,61314.8,1,105,5,1/4/2019 8:14
T00395303,3264,Debit,Cash Withdrawal,1,2700,0,2700,59810.3,1,199,5,1/4/2019 9:38
T00396602,3265,Debit,Cash Withdrawal,1,2320,0,2320,15154,1,173,5,1/4/2019 10:28
T00435556,3266,Credit,Credit in Cash,,0,14013,14013,42011.4,1,177,5,1/4/2019 9:07
T00437950,3267,Debit,Cash Withdrawal,1,1110,0,1110,21483.9,1,12,5,1/4/2019 10:54
T00438600,3268,Debit,Cash Withdrawal,1,6000,0,6000,34442.4,1,61,5,1/4/2019 12:48
T00434830,3269,Debit,Cash Withdrawal,1,840,0,840,17446.5,1,285,5,1/4/2019 10:55
T00747794,3270,Debit,Cash Withdrawal,1,8700,0,8700,48237.7,1,150,5,1/4/2019 16:01
T00312092,3271,Debit,Cash Withdrawal,1,6000,0,6000,31828.6,1,130,5,1/4/2019 11:37
T00311468,3272,Debit,Cash Withdrawal,1,7800,0,7800,49926.6,1,148,5,1/4/2019 15:06
T00312707,3273,Debit,Cash Withdrawal,1,21300,0,21300,31048.4,1,95,5,1/4/2019 11:34
T00318352,3274,Debit,Cash Withdrawal,1,9200,0,9200,35207,1,134,5,1/4/2019 15:23
T00318223,3275,Debit,Cash Withdrawal,1,450,0,450,14896.2,1,211,5,1/4/2019 14:00
T01157216,3276,Debit,Cash Withdrawal,1,960,0,960,22516,1,92,5,1/4/2019 9:54
T00829036,3277,Debit,Cash Withdrawal,1,690,0,690,17375.1,1,299,5,1/4/2019 13:19
T00832835,3278,Debit,Credit Card Withdrawal,,2000,0,2000,39845.4,1,141,5,1/4/2019 8:21
T00832557,3279,Debit,Cash Withdrawal,1,650,0,650,29118.5,1,4,5,1/4/2019 10:39
T00831382,3280,Debit,Cash Withdrawal,1,900,0,900,16550.5,1,28,5,1/4/2019 16:13
T00949594,3281,Debit,Cash Withdrawal,1,3000,0,3000,23380.8,1,298,5,1/4/2019 15:50
T01124899,3282,Debit,Cash Withdrawal,1,1040,0,1040,21162.6,1,125,5,1/4/2019 15:42
T01124673,3283,Debit,Cash Withdrawal,1,200,0,200,39207.9,1,231,5,1/4/2019 14:31
T00751441,3284,Debit,Cash Withdrawal,1,960,0,960,33747.7,1,51,5,1/4/2019 10:25
T00751863,3285,Debit,Cash Withdrawal,1,350,0,350,12763.7,1,181,5,1/4/2019 11:57
T00754420,3286,Debit,Cash Withdrawal,1,1100,0,1100,50464.7,1,252,5,1/4/2019 11:03
T00753913,3287,Debit,Cash Withdrawal,1,1500,0,1500,36549.3,1,142,5,1/4/2019 8:39
T00753463,3288,Debit,Cash Withdrawal,1,600,0,600,15946.6,1,33,5,1/4/2019 10:34
T00792728,3289,Debit,Cash Withdrawal,1,1680,0,1680,58885.3,1,239,5,1/4/2019 10:41
T00791155,3290,Debit,Cash Withdrawal,1,2400,0,2400,37153.2,1,287,5,1/4/2019 12:51
T00788309,3291,Debit,Cash Withdrawal,1,1650,0,1650,16543.4,1,54,5,1/4/2019 12:15
T00789533,3292,Debit,Cash Withdrawal,1,800,0,800,27456.3,1,259,5,1/4/2019 11:59
T00792693,3293,Debit,Cash Withdrawal,1,8000,0,8000,50885.3,1,239,5,1/4/2019 16:18
T01138141,3294,Debit,Cash Withdrawal,1,3360,0,3360,14317.8,1,118,5,1/4/2019 13:36
T01138468,3295,Debit,Cash Withdrawal,1,3000,0,3000,31876.5,1,6,5,1/4/2019 15:04
T01271307,3296,Debit,Cash Withdrawal,1,750,0,750,62126.3,1,239,5,1/4/2019 12:20
T01271963,3297,Debit,Cash Withdrawal,1,14880,0,14880,68435.5,1,324,5,1/4/2019 11:25
T01267979,3298,Debit,Cash Withdrawal,1,1500,0,1500,56260.9,1,242,5,1/4/2019 11:45
T02476070,3299,Debit,Cash Withdrawal,1,5760,0,5760,15049.1,1,41,5,1/4/2019 13:03
T02465858,3300,Debit,Cash Withdrawal,1,3600,0,3600,49906.7,1,77,5,1/4/2019 15:40
T02477425,3301,Debit,Cash Withdrawal,1,8700,0,8700,40405.5,1,162,5,1/4/2019 8:59
T00294886,3302,Debit,Cash Withdrawal,1,420,0,420,31352.3,1,316,5,1/4/2019 10:31
T00296474,3303,Debit,Cash Withdrawal,1,5700,0,5700,50861.8,1,290,5,1/4/2019 14:40
T00297170,3304,Debit,Cash Withdrawal,1,690,0,690,13619.5,1,131,5,1/4/2019 16:40
T00296829,3305,Debit,Cash Withdrawal,1,20775,0,20775,15201,1,188,5,1/4/2019 8:01
T00296449,3306,Debit,Cash Withdrawal,1,12300,0,12300,56561.8,1,290,5,1/4/2019 14:10
T00296032,3307,Debit,Cash Withdrawal,1,6587,0,6587,40001.9,1,99,5,1/4/2019 8:04
T00331269,3308,Debit,Cash Withdrawal,1,1200,0,1200,35177.1,1,336,5,1/4/2019 9:39
T00331396,3309,Debit,Cash Withdrawal,1,2700,0,2700,32477.1,1,336,5,1/4/2019 8:30
T00328570,3310,Debit,Cash Withdrawal,1,1360,0,1360,14426.7,1,52,5,1/4/2019 16:33
T00371982,3311,Debit,Cash Withdrawal,1,2160,0,2160,47205.5,1,262,5,1/4/2019 14:10
T00368141,3312,Debit,Cash Withdrawal,1,8700,0,8700,46776,1,8,5,1/4/2019 13:26
T00682297,3313,Debit,Cash Withdrawal,1,1800,0,1800,51078.8,1,150,5,1/4/2019 11:32
T00681419,3314,Debit,Cash Withdrawal,1,2100,0,2100,65744.2,1,335,5,1/4/2019 13:44
T00682213,3315,Debit,Cash Withdrawal,1,480,0,480,50598.8,1,150,5,1/4/2019 8:50
T00682515,3316,Debit,Cash Withdrawal,1,9400,0,9400,22151.4,1,229,5,1/4/2019 12:55
T00258837,3317,Debit,Cash Withdrawal,1,700,0,700,59305.5,1,278,5,1/4/2019 9:42
T00261858,3318,Credit,Credit in Cash,,0,22585,22585,79663.4,1,93,5,1/4/2019 15:53
T00264807,3319,Debit,Cash Withdrawal,1,1080,0,1080,56733.3,1,196,5,1/4/2019 15:51
T00762886,3320,Debit,Cash Withdrawal,1,700,0,700,28784.7,1,117,5,1/4/2019 14:13
T00761184,3321,Debit,Cash Withdrawal,1,19771,0,19771,75421.1,1,245,5,1/4/2019 13:10
T00762959,3322,Debit,Cash Withdrawal,1,5300,0,5300,23484.7,1,117,5,1/4/2019 13:31
T00834931,3323,Debit,Cash Withdrawal,1,3240,0,3240,20932.6,1,130,5,1/4/2019 15:29
T01073776,3324,Debit,Cash Withdrawal,1,2100,0,2100,19219.5,1,255,5,1/4/2019 15:40
T00688761,3325,Debit,Cash Withdrawal,1,960,0,960,42368.3,1,208,5,1/4/2019 13:23
